"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
"06.04.24";"06.04.24";"Gebucht";"ISSUER";"BID..a.s./Bratislava";"VISA Debitkartenumsatz";"Ausgang";"DExxxxxxxxxxxxxxxxxxxx";"-0,97";"";"";"xxxxxxxxxxxxxxx"
